,Time (s),Current (A),Voltage (V)
0,0.0,3.99977,3.41566
1,10.0,4.0000800000000005,3.50492
2,20.0,4.0000800000000005,3.5594
3,30.0,4.0,3.59312
4,40.0,4.0000800000000005,3.60624
5,50.0,4.0000800000000005,3.61418
6,60.0,4.0000800000000005,3.62226
7,70.0,3.99977,3.6305
8,80.0,4.00015,3.63859
9,90.0,3.99969,3.64698
10,100.0,4.0000800000000005,3.65476
11,110.0,3.99992,3.6623900000000003
12,120.0,3.99969,3.6700199999999996
13,130.0,4.0000800000000005,3.67765
14,140.0,3.99992,3.6848199999999998
15,150.0,3.99992,3.69184
16,160.0,3.99985,3.6990199999999995
17,170.0,3.99977,3.7061900000000003
18,180.0,3.99992,3.7126
19,190.0,3.99992,3.7197699999999996
20,200.0,4.0000800000000005,3.7263300000000004
21,210.0,4.0000800000000005,3.7324300000000004
22,220.0,3.99985,3.73823
23,230.0,4.0000800000000005,3.7434199999999995
24,240.0,3.99992,3.7484599999999997
25,250.0,4.0,3.75288
26,260.0,4.0000800000000005,3.7576099999999997
27,270.0,3.99992,3.7617300000000005
28,280.0,4.0,3.766
29,290.0,3.99992,3.77028
30,300.0,3.99985,3.77485
31,310.0,3.99977,3.7791300000000003
32,320.0,3.99992,3.78386
33,330.0,3.99992,3.7882800000000003
34,340.0,4.0,3.79316
35,350.0,4.0,3.7982
36,360.0,4.0,3.8035400000000004
37,370.0,3.99992,3.80873
38,380.0,4.0000800000000005,3.81437
39,390.0,3.99985,3.8200199999999995
40,400.0,4.0,3.82551
41,410.0,3.99992,3.8313099999999998
42,420.0,3.99977,3.8372599999999997
43,430.0,4.00023,3.84352
44,440.0,4.0,3.8494699999999997
45,450.0,3.99977,3.8560300000000005
46,460.0,3.99985,3.8624400000000003
47,470.0,3.99992,3.86885
48,480.0,3.99992,3.8755599999999997
49,490.0,3.99969,3.8821199999999996
50,500.0,3.99992,3.88899
51,510.0,4.0000800000000005,3.89586
52,520.0,3.99985,3.90257
53,530.0,3.99985,3.90944
54,540.0,4.0000800000000005,3.9163
55,550.0,3.99992,3.92332
56,560.0,4.0000800000000005,3.93019
57,570.0,3.99985,3.9369
58,580.0,3.99985,3.9436199999999997
59,590.0,4.0,3.95048
60,600.0,3.99992,3.95674
61,610.0,3.99992,3.96315
62,620.0,3.99977,3.96956
63,630.0,3.99992,3.97612
64,640.0,3.99985,3.98222
65,650.0,4.0,3.9878699999999996
66,660.0,3.99992,3.9944300000000004
67,670.0,4.0,4.000380000000001
68,680.0,4.0,4.0061800000000005
69,690.0,3.99992,4.0122800000000005
70,700.0,4.0,4.01854
71,710.0,4.0,4.02419
72,720.0,4.00015,4.03014
73,730.0,4.00015,4.03609
74,740.0,3.99992,4.041580000000001
75,750.0,3.99985,4.047680000000001
76,760.0,3.99992,4.053640000000001
