,Time (s),Current (A),Voltage (V)
200,1988.0599999999977,0.17021,4.20012
201,1998.0599999999977,0.16594,4.1999699999999995
202,2008.0599999999977,0.16197,4.19982
203,2018.0599999999977,0.15854000000000001,4.1999699999999995
204,2028.0599999999977,0.15602,4.1999699999999995
205,2038.0599999999977,0.15075999999999998,4.19982
206,2048.0599999999977,0.14778,4.20012
207,2058.0599999999977,0.14313,4.19982
208,2068.0599999999977,0.14107,4.20027
209,2078.0599999999977,0.13863,4.20012
210,2088.0599999999977,0.13367,4.1999699999999995
211,2098.0599999999977,0.13122999999999999,4.1999699999999995
212,2108.0599999999977,0.12894,4.1999699999999995
213,2118.0599999999977,0.12616,4.20012
214,2128.0599999999977,0.12555999999999998,4.1999699999999995
215,2138.0599999999977,0.12442,4.20027
216,2148.0599999999977,0.12308,4.20043
217,2158.0599999999977,0.12138,4.20058
218,2168.0599999999977,0.11955,4.20043
219,2178.0599999999977,0.11756,4.20058
220,2188.0599999999977,0.11548,4.20058
221,2198.0599999999977,0.11333,4.20058
222,2208.0599999999977,0.11112000000000001,4.20073
223,2218.0599999999977,0.10889000000000001,4.20089
224,2228.0599999999977,0.10665999999999999,4.20089
225,2238.0599999999977,0.10442,4.20089
226,2248.0599999999977,0.10215,4.20058
227,2257.5,0.1,4.20089
