,Time (s),Current (A),Voltage (V)
54,540.0,4.00015,3.89128
55,550.0,3.99992,3.89845
56,560.0,3.99992,3.9057800000000005
57,570.0,4.00015,3.91341
58,580.0,3.99985,3.9207300000000003
59,590.0,3.99985,3.9279
60,600.0,3.99985,3.9356800000000005
61,610.0,3.99985,3.94255
62,620.0,4.0000800000000005,3.9495699999999996
63,630.0,4.00023,3.9565900000000003
64,640.0,4.00015,3.96345
65,650.0,3.99992,3.9701699999999995
66,660.0,4.0000800000000005,3.97704
67,670.0,4.0,3.9834400000000003
68,680.0,3.99992,3.98985
69,690.0,4.0,3.99611
70,700.0,4.00015,4.00252
71,710.0,3.99985,4.00862
72,720.0,3.99992,4.014880000000001
73,730.0,4.0,4.02083
74,740.0,4.0,4.027080000000001
75,750.0,4.0,4.0328800000000005
76,760.0,3.99992,4.03868
77,770.0,3.99969,4.04448
78,780.0,3.99985,4.05074
79,790.0,3.99992,4.05684
80,800.0,4.0000800000000005,4.06325
81,810.0,3.99985,4.0692
82,820.0,4.0000800000000005,4.07546
83,830.0,4.0,4.08156
84,840.0,3.99992,4.08782
85,850.0,4.0,4.094530000000001
86,860.0,3.99992,4.10124
87,870.0,4.0,4.1078
88,880.0,3.99985,4.11452
89,890.0,3.99977,4.12154
90,900.0,3.99977,4.12825
91,910.0,4.00015,4.13512
92,920.0,3.99992,4.14199
93,930.0,4.0,4.1494599999999995
94,940.0,4.00015,4.15618
95,950.0,3.99992,4.16335
96,960.0,4.0,4.17082
97,970.0,4.0000800000000005,4.17739
98,980.0,3.99992,4.18425
99,990.0,3.99977,4.191269999999999
100,1000.0,4.0000800000000005,4.19829
101,1002.390000000014,4.0,4.1999699999999995
102,1002.4200000000128,3.8342099999999997,4.19738
103,1012.4200000000128,3.8172699999999997,4.2018
104,1022.4200000000128,3.6022,4.20195
105,1032.4200000000128,3.4377800000000005,4.20165
106,1042.4200000000128,3.29129,4.20165
107,1052.4200000000128,3.15282,4.20165
108,1062.4200000000128,3.02457,4.2018
109,1072.4200000000128,2.89998,4.20165
110,1082.4200000000128,2.78538,4.20165
111,1092.4200000000128,2.67613,4.2018
112,1102.4200000000128,2.5674799999999998,4.20165
113,1112.4200000000128,2.4654,4.2018
114,1122.4200000000128,2.3666,4.20165
115,1132.4200000000128,2.27543,4.2018
116,1142.4200000000128,2.18303,4.20165
117,1152.4200000000128,2.09667,4.2018
118,1162.4200000000128,2.01366,4.20165
119,1172.4200000000128,1.93408,4.2015
120,1182.4200000000128,1.8567200000000001,4.20165
121,1192.4200000000128,1.77935,4.2015
122,1202.4200000000128,1.70298,4.20089
123,1212.4200000000128,1.6269200000000001,4.20058
124,1222.4200000000128,1.5561200000000002,4.20043
125,1232.4200000000128,1.49874,4.20027
126,1242.4200000000128,1.44289,4.20027
127,1252.4200000000128,1.3868200000000002,4.20043
128,1262.4200000000128,1.33295,4.20043
129,1272.4200000000128,1.28336,4.20027
130,1282.4200000000128,1.2332299999999998,4.20027
131,1292.4200000000128,1.18601,4.20012
132,1302.4200000000128,1.13764,4.1999699999999995
133,1312.4200000000128,1.0956700000000001,4.1999699999999995
134,1322.4200000000128,1.0539399999999999,4.20027
135,1332.4200000000128,1.01305,4.20012
136,1342.4200000000128,0.9765,4.20012
137,1352.4200000000128,0.9379700000000001,4.20027
138,1362.4200000000128,0.90166,4.1999699999999995
139,1372.4200000000128,0.86992,4.1999699999999995
140,1382.4200000000128,0.8352,4.20012
141,1392.4200000000128,0.80392,4.20012
142,1402.4200000000128,0.77409,4.20012
143,1412.4200000000128,0.74617,4.1999699999999995
144,1422.4200000000128,0.71809,4.20012
145,1432.4200000000128,0.69245,4.19982
146,1442.4200000000128,0.66651,4.20012
147,1452.4200000000128,0.64141,4.20012
148,1462.4200000000128,0.6199,4.20043
149,1472.4200000000128,0.59609,4.20012
150,1482.4200000000128,0.57626,4.1999699999999995
151,1492.4200000000128,0.55413,4.1999699999999995
152,1502.4200000000128,0.53468,4.1999699999999995
153,1512.4200000000128,0.5153,4.20027
154,1522.4200000000128,0.49783,4.1999699999999995
155,1532.4200000000128,0.48103999999999997,4.20043
156,1542.4200000000128,0.46203999999999995,4.1999699999999995
157,1552.4200000000128,0.44678,4.1999699999999995
158,1562.4200000000128,0.43221000000000004,4.19982
159,1572.4200000000128,0.41618999999999995,4.20027
160,1582.4200000000128,0.40238,4.1999699999999995
161,1592.4200000000128,0.38979,4.1999699999999995
162,1602.4200000000128,0.37545,4.20012
163,1612.4200000000128,0.36393000000000003,4.20012
164,1622.4200000000128,0.35111,4.1999699999999995
165,1632.4200000000128,0.34081,4.1999699999999995
166,1642.4200000000128,0.32769000000000004,4.20012
167,1652.4200000000128,0.31693000000000005,4.20027
168,1662.4200000000128,0.30831,4.19982
169,1672.4200000000128,0.29778000000000004,4.20012
170,1682.4200000000128,0.28809,4.20027
171,1692.4200000000128,0.27886,4.19982
172,1702.4200000000128,0.26947,4.20012
173,1712.4200000000128,0.26100999999999996,4.1999699999999995
174,1722.4200000000128,0.25269,4.20012
175,1732.4200000000128,0.24628000000000003,4.19982
176,1742.4200000000128,0.23697,4.20012
177,1752.4200000000128,0.22965,4.20012
178,1762.4200000000128,0.22103000000000003,4.20027
179,1772.4200000000128,0.21805,4.19982
180,1782.4200000000128,0.20935,4.20012
181,1792.4200000000128,0.20363,4.1999699999999995
182,1802.4200000000128,0.19669,4.19982
183,1812.4200000000128,0.19080999999999998,4.20012
184,1822.4200000000128,0.18578,4.20012
185,1832.4200000000128,0.18029,4.1999699999999995
186,1842.4200000000128,0.17388,4.1999699999999995
187,1852.4200000000128,0.16990999999999998,4.19982
188,1862.4200000000128,0.16564,4.1999699999999995
189,1872.4200000000128,0.16129000000000002,4.19982
190,1882.4200000000128,0.15525999999999998,4.1999699999999995
191,1892.4200000000128,0.15267,4.1999699999999995
192,1902.4200000000128,0.14755,4.1999699999999995
193,1912.4200000000128,0.14405,4.1999699999999995
194,1922.4200000000128,0.14046,4.20012
195,1932.4200000000128,0.13565,4.20012
196,1942.4200000000128,0.13184,4.20012
197,1952.4200000000128,0.12955,4.19966
198,1962.4200000000128,0.12717,4.20012
199,1972.4200000000128,0.12643,4.20012
200,1982.4200000000128,0.12521,4.20012
201,1992.4200000000128,0.12361,4.20043
202,2002.4200000000128,0.12169,4.20027
203,2012.4200000000128,0.11965,4.20058
204,2022.4200000000128,0.11748,4.20043
205,2032.4200000000128,0.11523,4.20043
206,2042.4200000000128,0.11298,4.20073
207,2052.420000000013,0.11070999999999999,4.20073
208,2062.420000000013,0.10843,4.20089
209,2072.420000000013,0.10615999999999999,4.20104
210,2082.420000000013,0.10388,4.20104
211,2092.420000000013,0.10159,4.20104
212,2099.350000000006,0.1,4.20119
