,Time (s),Current (A),Voltage (V)
0,0.0,3.99992,3.42527
1,10.0,3.99992,3.51835
2,20.0,3.99985,3.57343
3,30.0,4.00015,3.6051699999999998
4,40.0,3.99992,3.6170699999999996
5,50.0,3.99985,3.6260800000000004
6,60.0,4.0000800000000005,3.6346199999999995
7,70.0,3.99977,3.6433199999999997
8,80.0,3.99969,3.6518699999999997
9,90.0,3.99977,3.6604099999999997
10,100.0,4.0,3.66865
11,110.0,3.99992,3.67659
12,120.0,4.0000800000000005,3.6842099999999998
13,130.0,4.0,3.69184
14,140.0,3.99992,3.69947
15,150.0,4.0,3.7071
16,160.0,4.0000800000000005,3.7142699999999995
17,170.0,3.99992,3.7216
18,180.0,4.00023,3.72862
19,190.0,3.99985,3.73518
20,200.0,4.0000800000000005,3.74159
21,210.0,3.99977,3.74784
22,220.0,3.99992,3.75349
23,230.0,4.0000800000000005,3.75914
24,240.0,4.0000800000000005,3.7643199999999997
25,250.0,4.0,3.76936
26,260.0,3.99977,3.7747
27,270.0,4.0,3.7794300000000005
28,280.0,4.0000800000000005,3.78431
29,290.0,4.0,3.78935
30,300.0,3.99977,3.79423
31,310.0,3.99985,3.7991099999999998
32,320.0,4.0,3.80415
33,330.0,3.99985,3.8096400000000004
34,340.0,4.0,3.81514
35,350.0,4.0,3.8206300000000004
36,360.0,4.0000800000000005,3.82628
37,370.0,3.99992,3.8319199999999998
38,380.0,4.00015,3.8380300000000003
39,390.0,4.0000800000000005,3.84398
40,400.0,3.99985,3.85069
41,410.0,3.99977,3.85649
42,420.0,3.99992,3.8632
43,430.0,3.99992,3.86976
44,440.0,4.0000800000000005,3.8761699999999997
45,450.0,4.0000800000000005,3.8830400000000003
46,460.0,4.0000800000000005,3.88975
47,470.0,4.0000800000000005,3.89647
48,480.0,4.0,3.90288
49,490.0,4.0,3.90959
50,500.0,4.0000800000000005,3.91615
51,510.0,4.0,3.92271
52,520.0,3.99977,3.9291199999999997
53,530.0,3.99992,3.9353800000000003
54,540.0,3.99992,3.94179
55,550.0,4.0000800000000005,3.94835
56,560.0,3.99992,3.95415
57,570.0,4.0,3.95995
58,580.0,3.99992,3.9662
59,590.0,3.99977,3.9723
