,Time (s),Current (A),Voltage (V)
0,0.0,4.00015,3.42115
1,10.0,3.99992,3.51194
2,20.0,4.0,3.5668699999999998
3,30.0,3.99992,3.59953
4,40.0,3.99992,3.6120400000000004
5,50.0,3.99969,3.6204300000000003
6,60.0,3.99992,3.6288199999999997
7,70.0,4.0,3.63706
8,80.0,4.0000800000000005,3.6453
9,90.0,4.0000800000000005,3.65385
10,100.0,3.99985,3.66163
11,110.0,3.99985,3.66972
12,120.0,4.00015,3.67735
13,130.0,4.0,3.6846699999999997
14,140.0,4.0000800000000005,3.6916900000000004
15,150.0,4.0,3.6991699999999996
16,160.0,4.00015,3.70665
17,170.0,3.99992,3.71366
18,180.0,4.0,3.72053
19,190.0,4.00015,3.7274
20,200.0,4.0,3.73365
21,210.0,4.0,3.74022
22,220.0,3.99992,3.74556
23,230.0,3.99977,3.75105
24,240.0,4.0,3.75624
25,250.0,4.00015,3.7608099999999998
26,260.0,3.99985,3.7657
27,270.0,3.9996199999999997,3.77043
28,280.0,4.0,3.77501
29,290.0,3.99992,3.7797400000000003
30,300.0,3.99992,3.78416
31,310.0,3.99985,3.7892
32,320.0,4.0,3.7936199999999998
33,330.0,4.0,3.79866
34,340.0,4.0,3.80385
35,350.0,3.99992,3.8090300000000004
36,360.0,3.9996199999999997,3.81437
37,370.0,4.0,3.81987
38,380.0,3.99992,3.8256699999999997
39,390.0,3.99992,3.8317699999999997
40,400.0,4.0,3.83757
41,410.0,4.0,3.84367
42,420.0,3.99969,3.85039
43,430.0,3.99992,3.85618
44,440.0,4.0000800000000005,3.86275
45,450.0,3.99992,3.86931
46,460.0,4.0,3.8760199999999996
47,470.0,3.99992,3.8825800000000004
48,480.0,3.99985,3.8891400000000003
49,490.0,4.00015,3.89601
50,500.0,3.99992,3.90288
51,510.0,4.0,3.90944
52,520.0,4.0000800000000005,3.91615
53,530.0,3.99992,3.9228699999999996
54,540.0,3.99977,3.9294300000000004
55,550.0,3.99992,3.9359900000000003
56,560.0,4.0000800000000005,3.9427
57,570.0,3.99977,3.94881
58,580.0,4.0,3.95537
59,590.0,3.99977,3.96178
60,600.0,4.0,3.96788
61,610.0,3.99985,3.9735300000000002
62,620.0,3.99992,3.98009
63,630.0,4.0000800000000005,3.98619
64,640.0,3.99985,3.99214
65,650.0,3.99985,3.99779
66,660.0,3.99985,4.00389
67,670.0,4.0000800000000005,4.00954
68,680.0,4.0000800000000005,4.01579
69,690.0,3.99992,4.02159
70,700.0,3.99992,4.027080000000001
71,710.0,4.0,4.0328800000000005
72,720.0,3.99992,4.03868
73,730.0,4.00023,4.044630000000001
74,740.0,3.99992,4.05058
75,750.0,3.99992,4.05653
76,760.0,4.0000800000000005,4.06264
77,770.0,4.00023,4.068890000000001
78,780.0,4.0000800000000005,4.07546
79,790.0,3.99992,4.08156
80,800.0,4.0,4.087969999999999
81,810.0,3.99992,4.094530000000001
82,820.0,4.0,4.10124
83,830.0,4.00023,4.10765
84,840.0,3.99992,4.11437
85,850.0,3.99985,4.12154
86,860.0,3.99985,4.12825
87,870.0,4.0,4.135269999999999
88,880.0,4.00015,4.142440000000001
89,890.0,4.00023,4.1494599999999995
90,900.0,3.99992,4.15618
91,910.0,3.99977,4.1632
92,920.0,3.99992,4.170059999999999
93,930.0,4.00015,4.17708
94,940.0,4.0000800000000005,4.1836400000000005
95,950.0,3.99977,4.19066
96,960.0,4.0,4.19738
97,963.75,3.99992,4.1999699999999995
98,963.7800000000279,3.83375,4.19661
99,973.7800000000279,3.8342099999999997,4.20195
100,983.7800000000279,3.62676,4.20211
101,993.7800000000279,3.46349,4.20195
102,1003.7800000000279,3.31868,4.20195
103,1013.7800000000279,3.17861,4.2018
104,1023.7800000000279,3.04929,4.2018
105,1033.780000000028,2.92348,4.2018
106,1043.780000000028,2.80858,4.20195
107,1053.780000000028,2.69398,4.20165
108,1063.780000000028,2.58816,4.20195
109,1073.780000000028,2.48142,4.20165
110,1083.780000000028,2.38079,4.20165
111,1093.780000000028,2.28328,4.20195
112,1103.780000000028,2.1886,4.20165
113,1113.780000000028,2.1017799999999998,4.2018
114,1123.780000000028,2.01511,4.2015
115,1133.780000000028,1.93423,4.20134
116,1143.780000000028,1.85565,4.20165
117,1153.780000000028,1.7766099999999998,4.2015
118,1163.780000000028,1.6997799999999998,4.2015
119,1173.780000000028,1.6235600000000001,4.20089
120,1183.780000000028,1.54803,4.20073
121,1193.780000000028,1.4831,4.20012
122,1203.780000000028,1.42679,4.20012
123,1213.780000000028,1.36988,4.20027
124,1223.780000000028,1.31708,4.20043
125,1233.780000000028,1.26436,4.20012
126,1243.780000000028,1.2137,4.20012
127,1253.780000000028,1.16564,4.20027
128,1263.780000000028,1.1191,4.1999699999999995
129,1273.780000000028,1.07492,4.20027
130,1283.780000000028,1.03296,4.1999699999999995
131,1293.780000000028,0.99161,4.19982
132,1303.780000000028,0.95445,4.20012
133,1313.780000000028,0.9178299999999999,4.20027
134,1323.780000000028,0.8835,4.20027
135,1333.780000000028,0.84901,4.20012
136,1343.780000000028,0.8165899999999999,4.20027
137,1353.780000000028,0.78622,4.1999699999999995
138,1363.780000000028,0.75738,4.1999699999999995
139,1373.780000000028,0.7286199999999999,4.20012
140,1383.780000000028,0.70123,4.1999699999999995
141,1393.780000000028,0.6765100000000001,4.20043
142,1403.780000000028,0.65049,4.20012
143,1413.780000000028,0.6279100000000001,4.20012
144,1423.780000000028,0.60487,4.19982
145,1433.780000000028,0.5832,4.20012
146,1443.780000000028,0.56306,4.19982
147,1453.780000000028,0.54299,4.20012
148,1463.780000000028,0.5243,4.19982
149,1473.780000000028,0.50584,4.19966
150,1483.780000000028,0.48996999999999996,4.1999699999999995
151,1493.780000000028,0.4725,4.20012
152,1503.780000000028,0.45556,4.19982
153,1513.780000000028,0.44137,4.20012
154,1523.780000000028,0.42573,4.20012
155,1533.780000000028,0.4126,4.19966
156,1543.780000000028,0.39918000000000003,4.1999699999999995
157,1553.780000000028,0.38659,4.1999699999999995
158,1563.780000000028,0.37377,4.1999699999999995
159,1573.780000000028,0.36225,4.20012
160,1583.780000000028,0.35058,4.20012
161,1593.780000000028,0.33845,4.1999699999999995
162,1603.780000000028,0.32708000000000004,4.19982
163,1613.780000000028,0.31899,4.20027
164,1623.780000000028,0.30861,4.19982
165,1633.780000000028,0.29808,4.1999699999999995
166,1643.780000000028,0.29099,4.20012
167,1653.780000000028,0.28145,4.19982
168,1663.780000000028,0.27153,4.20012
169,1673.780000000028,0.26513000000000003,4.1999699999999995
170,1683.780000000028,0.25689,4.20012
171,1693.780000000028,0.25032,4.19966
172,1703.780000000028,0.24338,4.1999699999999995
173,1713.780000000028,0.23468000000000003,4.20012
174,1723.780000000028,0.22873000000000002,4.19982
175,1733.780000000028,0.22164,4.20012
176,1743.780000000028,0.21622,4.1999699999999995
177,1753.780000000028,0.21088,4.19982
178,1763.780000000028,0.20485,4.1999699999999995
179,1773.780000000028,0.19913,4.1999699999999995
180,1783.780000000028,0.19257,4.20012
181,1793.780000000028,0.18822,4.1999699999999995
182,1803.780000000028,0.18517,4.19982
183,1813.780000000028,0.17837999999999998,4.19982
184,1823.780000000028,0.17365,4.1999699999999995
185,1833.780000000028,0.16983,4.1999699999999995
186,1843.780000000028,0.16579000000000002,4.19982
187,1853.780000000028,0.16105999999999998,4.19982
188,1863.780000000028,0.15625,4.19982
189,1873.780000000028,0.15175,4.1999699999999995
190,1883.780000000028,0.15015,4.20043
191,1893.780000000028,0.14488,4.1999699999999995
192,1903.780000000028,0.14176,4.1999699999999995
193,1913.780000000028,0.13939000000000001,4.1999699999999995
194,1923.780000000028,0.1355,4.1999699999999995
195,1933.780000000028,0.13305999999999998,4.19982
196,1943.780000000028,0.13069,4.1999699999999995
197,1953.780000000028,0.12558,4.20027
198,1963.780000000028,0.1252,4.1999699999999995
199,1973.780000000028,0.12426,4.20012
200,1983.780000000028,0.12285,4.20027
201,1993.780000000028,0.12111,4.20027
202,2003.780000000028,0.11915999999999999,4.20027
203,2013.780000000028,0.11703,4.20073
204,2023.780000000028,0.11484000000000001,4.20073
205,2033.780000000028,0.11266,4.20089
206,2043.780000000028,0.11041,4.20073
207,2053.780000000028,0.10812000000000001,4.20058
208,2063.780000000028,0.10587,4.20058
209,2073.780000000028,0.1036,4.20073
210,2083.780000000028,0.10132000000000001,4.20073
211,2089.560000000056,0.09998,4.20073
